Job Title,Rating,Size,Founded,Type of ownership,Industry,Sector,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Min_Salary,Max_Salary,Min_Revenue,Max_Revenue
Senior Quantitative Analyst,3.3,1001 - 5000 ,1973,Company - Private,Brokerage Services,Finance,0,0,118,228,173.0,NJ,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,na,118,228,1000000000,2000000000
Research Scientist or Senior Research Scientist - Computer Vision,4.6,51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,0,0,81,161,121.0,MA,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,other scientist,sr,P,81,161,50000000,10000000
Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,51 - 200 ,1991,Subsidiary or Business Segment,Research & Development,Business Services,0,0,115,220,167.5,MA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,115,220,50000000,10000000
Foundational Community Supports Data Analyst,3.4,501 - 1000 ,1979,Nonprofit Organization,Social Assistance,Non-Profit,0,0,32,57,44.5,WA,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,32,57,25000000,50000000
Sr. Data Analyst,3.7,201 - 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,0,0,50,89,69.5,PA,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,na,50,89,500000000,1000000000
"Senior Engineer, Data Management Engineering",3.5,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,0,0,68,129,98.5,CA,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,sr,na,68,129,10000000000,10000000000
Quality Control Scientist III- Analytical Development,2.7,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,48,113,80.5,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,48,113,25000000,50000000
"Clinical Scientist, Clinical Development",3.8,51 - 200 ,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1,0,56,97,76.5,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,27,47,10000000,25000000
"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,68,125,96.5,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,na,na,68,125,50000000,100000000
Data Scientist,3.5,1 - 50 ,-1,School / School District,K-12 Education,Education,0,0,71,121,96.0,MO,21,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,P,71,121,50000000,10000000
Data Scientist,3.4,51 - 200 ,1997,Company - Private,Consulting,Business Services,0,0,72,121,96.5,DC,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M,72,121,10000000,25000000
Data Scientist,4.3,201 - 500 ,1969,Company - Private,IT Services,Information Technology,0,0,51,88,69.5,AZ,52,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,data scientist,na,na,51,88,50000000,100000000
Data Scientist (Warehouse Automation),3.8,201 - 500 ,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,0,0,79,127,103.0,CA,16,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,M,79,127,25000000,50000000
Data Architect / Data Modeler,4.3,1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,63,110,86.5,NY,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data modeler,na,M,63,110,500000000,1000000000
Data Scientist,3.4,51 - 200 ,-1,Company - Private,IT Services,Information Technology,0,0,65,113,89.0,WA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,65,113,50000000,10000000
Data Engineer,3.9,201 - 500 ,2011,Company - Private,Internet,Information Technology,0,0,62,113,87.5,CA,10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,P,62,113,100000000,500000000
